"Ativo","Nome","Classe","Subsetor Bovespa","Tipo de Ativo","Bolsa / Fonte","Código"
"TTEN3<XBSP>","3tentos","ON","Agropecuária","Ação","Bovespa","TTEN3"
"QVUM3B<XBSP>","521 Particip","ON","-","Ação","Bovespa","QVUM3B"
"QVQP3<XBSP>","524 Particip","ON","Outros","Ação","Bovespa","QVQP3"
"APPA3<XBSP>","A P Participacoes","ON","-","Ação","Bovespa","APPA3"
"APPA4<XBSP>","A P Participacoes","PN","-","Ação","Bovespa","APPA4"
"ABYA3<XBSP>","Abyara","ON","-","Ação","Bovespa","ABYA3"
"EALT3<XBSP>","Aco Altona","ON","Máquinas e equipamentos","Ação","Bovespa","EALT3"
"EALT4<XBSP>","Aco Altona","PN","Máquinas e equipamentos","Ação","Bovespa","EALT4"
"AVIL3<XBSP>","Acos Vill","ON","-","Ação","Bovespa","AVIL3"
"AVIL4<XBSP>","Acos Vill","PN","-","Ação","Bovespa","AVIL4"
"ADHM3<XBSP>","Advanced-Dh","ON","Serviços médico-hospitalares análises e diagnósticos","Ação","Bovespa","ADHM3"
"AERI3<XBSP>","Aeris","ON","Máquinas e equipamentos","Ação","Bovespa","AERI3"
"AESB3<XBSP>","AES Brasil","ON","Energia elétrica","Ação","Bovespa","AESB3"
"TIET3<XBSP>","AES Brasil","ON-old","Energia elétrica","Ação","Bovespa","TIET3"
"TIET4<XBSP>","AES Brasil","PN","Energia elétrica","Ação","Bovespa","TIET4"
"AELP3<XBSP>","AES Elpa","ON","Outros","Ação","Bovespa","AELP3"
"AESL3<XBSP>","AES Sul","ON","-","Ação","Bovespa","AESL3"
"AESL4<XBSP>","AES Sul","PN","-","Ação","Bovespa","AESL4"
"GETI3<XBSP>","AES Tiete","ON","-","Ação","Bovespa","GETI3"
"GETI4<XBSP>","AES Tiete","PN","-","Ação","Bovespa","GETI4"
"AESO3<XBSP>","Aesoperacoes","ON","Energia elétrica","Ação","Bovespa","AESO3"
"AETA3<XBSP>","Aetatis Sec","ON","-","Ação","Bovespa","AETA3"
"AFLU3<XBSP>","Afluente","ON","Energia elétrica","Ação","Bovespa","AFLU3"
"AFLU5<XBSP>","Afluente","PNA","Energia elétrica","Ação","Bovespa","AFLU5"
"AFLU6<XBSP>","Afluente","PNB","Energia elétrica","Ação","Bovespa","AFLU6"
"AFLT3<XBSP>","Afluente T","ON","Energia elétrica","Ação","Bovespa","AFLT3"
"ANDG3B<XBSP>","AGconcessoes","ON","Holdings diversificadas","Ação","Bovespa","ANDG3B"
"ANDG4B<XBSP>","AGconcessoes","PN","Holdings diversificadas","Ação","Bovespa","ANDG4B"
"BSGR3<XBSP>","AGF Brasil","ON","-","Ação","Bovespa","BSGR3"
"CANT3B<XBSP>","Agpart","ON","Holdings diversificadas","Ação","Bovespa","CANT3B"
"CANT4B<XBSP>","Agpart","PN","Holdings diversificadas","Ação","Bovespa","CANT4B"
"AGIN3<XBSP>","Agra Incorp","ON","-","Ação","Bovespa","AGIN3"
"AGRA4<XBSP>","Agrale","PN","-","Ação","Bovespa","AGRA4"
"AGEI3<XBSP>","Agre Emp Imo","ON","-","Ação","Bovespa","AGEI3"
"AGEN33<XBSP>","Agrenco","ON","Comércio e distribuição","Ação","Bovespa","AGEN33"
"GRAO3<XBSP>","Agribrasil","ON","Agropecuária","Ação","Bovespa","GRAO3"
"SAGR4<XBSP>","Agroceres","PN","-","Ação","Bovespa","SAGR4"
"AGXY3<XBSP>","Agrogalaxy","ON","Agropecuária","Ação","Bovespa","AGXY3"
"ALBA3<XBSP>","Albarus","ON","-","Ação","Bovespa","ALBA3"
"BRGE3<XBSP>","Alfa Consorc","ON","Previdência e seguros","Ação","Bovespa","BRGE3"
"BRGE5<XBSP>","Alfa Consorc","PNA","Previdência e seguros","Ação","Bovespa","BRGE5"
"BRGE6<XBSP>","Alfa Consorc","PNB","Previdência e seguros","Ação","Bovespa","BRGE6"
"BRGE7<XBSP>","Alfa Consorc","PNC","Previdência e seguros","Ação","Bovespa","BRGE7"
"BRGE8<XBSP>","Alfa Consorc","PND","Previdência e seguros","Ação","Bovespa","BRGE8"
"BRGE11<XBSP>","Alfa Consorc","PNE","Previdência e seguros","Ação","Bovespa","BRGE11"
"BRGE12<XBSP>","Alfa Consorc","PNF","Previdência e seguros","Ação","Bovespa","BRGE12"
"ALSC3<XBSP>","Aliansce","ON","Exploração de imóveis","Ação","Bovespa","ALSC3"
"APTI3<XBSP>","Aliperti","ON","Agropecuária","Ação","Bovespa","APTI3"
"APTI4<XBSP>","Aliperti","PN","Agropecuária","Ação","Bovespa","APTI4"
"FRRN3B<XBSP>","All Norte","ON","Transporte","Ação","Bovespa","FRRN3B"
"FRRN5B<XBSP>","All Norte","PNA","Transporte","Ação","Bovespa","FRRN5B"
"FRRN6B<XBSP>","All Norte","PNB","Transporte","Ação","Bovespa","FRRN6B"
"AALR3<XBSP>","Alliar","ON","Serviços médico-hospitalares análises e diagnósticos","Ação","Bovespa","AALR3"
"ALLD3<XBSP>","Allied","ON","Comércio","Ação","Bovespa","ALLD3"
"SAGP3B<XBSP>","Allis Part","ON","-","Ação","Bovespa","SAGP3B"
"ALOS3<XBSP>","Allos","ON","Exploração de imóveis","Ação","Bovespa","ALOS3"
"ALPA3<XBSP>","Alpargatas","ON","Tecidos vestuário e calçados","Ação","Bovespa","ALPA3"
"ALPA4<XBSP>","Alpargatas","PN","Tecidos vestuário e calçados","Ação","Bovespa","ALPA4"
"APER3<XBSP>","Alper S.A.","ON","Previdência e seguros","Ação","Bovespa","APER3"
"AVLL3<XBSP>","Alphaville","ON","Construção civil","Ação","Bovespa","AVLL3"
"ALTR3<XBSP>","Altere Sec","ON","-","Ação","Bovespa","ALTR3"
"ALTS3<XBSP>","Altus S/A","ON","Serviços diversos","Ação","Bovespa","ALTS3"
"ALTS11<XBSP>","Altus S/A","PN Resg","Serviços diversos","Ação","Bovespa","ALTS11"
"ALUP3<XBSP>","Alupar","ON","Energia elétrica","Ação","Bovespa","ALUP3"
"ALUP4<XBSP>","Alupar","PN","Energia elétrica","Ação","Bovespa","ALUP4"
"ALUP11<XBSP>","Alupar","UNT N2","Energia elétrica","Ação","Bovespa","ALUP11"
"ACES3<XBSP>","Am Inox BR","ON","-","Ação","Bovespa","ACES3"
"ACES4<XBSP>","Am Inox BR","PN","-","Ação","Bovespa","ACES4"
"ROSI4<XBSP>","Amadeo Rossi","PN","-","Ação","Bovespa","ROSI4"
"TMAC3B<XBSP>","Amazonia Celular","ON","-","Ação","Bovespa","TMAC3B"
"TMAC5B<XBSP>","Amazonia Celular","PNA","-","Ação","Bovespa","TMAC5B"
"TMAC6B<XBSP>","Amazonia Celular","PNB","-","Ação","Bovespa","TMAC6B"
"TMAC7B<XBSP>","Amazonia Celular","PNC","-","Ação","Bovespa","TMAC7B"
"TMAC8B<XBSP>","Amazonia Celular","PND","-","Ação","Bovespa","TMAC8B"
"TMAC11B<XBSP>","Amazonia Celular","PNE","-","Ação","Bovespa","TMAC11B"
"ABEV3<XBSP>","Ambev S/A","ON","Bebidas","Ação","Bovespa","ABEV3"
"AMBV4<XBSP>","Ambev S/A","PN","Bebidas","Ação","Bovespa","AMBV4"
"AMBP3<XBSP>","Ambipar","ON","Água e saneamento","Ação","Bovespa","AMBP3"
"AMLC4<XBSP>","Amelco","PN","-","Ação","Bovespa","AMLC4"
"BASU5<XBSP>","America do Sul","PNA","-","Ação","Bovespa","BASU5"
"AMER3<XBSP>","Americanas","ON","Comércio","Ação","Bovespa","AMER3"
"AMIL3<XBSP>","Amil","ON","-","Ação","Bovespa","AMIL3"
"CBEE3<XBSP>","Ampla Energ","ON","Energia elétrica","Ação","Bovespa","CBEE3"
"AMPI3<XBSP>","Ampla Invest","ON","-","Ação","Bovespa","AMPI3"
"IRON3<XBSP>","Anglo Brazil","ON","-","Ação","Bovespa","IRON3"
"AEDU3<XBSP>","Anhanguera","ON","-","Ação","Bovespa","AEDU3"
"AEDU4<XBSP>","Anhanguera","PN","-","Ação","Bovespa","AEDU4"
"AEDU11<XBSP>","Anhanguera","UNT N2","-","Ação","Bovespa","AEDU11"
"ANIM3<XBSP>","Anima","ON","Diversos","Ação","Bovespa","ANIM3"
"IBAN3<XBSP>","Antarct Nordeste","ON","-","Ação","Bovespa","IBAN3"
"IBAN5<XBSP>","Antarct Nordeste","PNA","-","Ação","Bovespa","IBAN5"
"ITLM5<XBSP>","Antarctica MG","PNA","-","Ação","Bovespa","ITLM5"
"ANTA3<XBSP>","Antarctica Paulista","ON","-","Ação","Bovespa","ANTA3"
"ANTA4<XBSP>","Antarctica Paulista","PN","-","Ação","Bovespa","ANTA4"
"ANPB3<XBSP>","Antarctica Pb","ON","-","Ação","Bovespa","ANPB3"
"ANPB5<XBSP>","Antarctica Pb","PNA","-","Ação","Bovespa","ANPB5"
"IBPI5<XBSP>","Antarctica Pi","PNA","-","Ação","Bovespa","IBPI5"
"IBPI6<XBSP>","Antarctica Pi","PNB","-","Ação","Bovespa","IBPI6"
"AQT4<XBSP>","Aquatec","PN","-","Ação","Bovespa","AQT4"
"ARCZ3<XBSP>","Aracruz","ON","-","Ação","Bovespa","ARCZ3"
"ARCZ5<XBSP>","Aracruz","PNA","-","Ação","Bovespa","ARCZ5"
"ARCZ6<XBSP>","Aracruz","PNB","-","Ação","Bovespa","ARCZ6"
"ARND3<XBSP>","Arandu","ON","Programas e serviços","Ação","Bovespa","ARND3"
"VDNP3B<XBSP>","Araucaria","ON","-","Ação","Bovespa","VDNP3B"
"ARCE3<XBSP>","Arcelor BR","ON","-","Ação","Bovespa","ARCE3"
"ARCE4<XBSP>","Arcelor BR","PN","-","Ação","Bovespa","ARCE4"
"ARML3<XBSP>","Armac","ON","Máquinas e equipamentos","Ação","Bovespa","ARML3"
"ARNO4<XBSP>","Arno","PN","-","Ação","Bovespa","ARNO4"
"ATBS3<XBSP>","Arteb","ON","-","Ação","Bovespa","ATBS3"
"ARTR3<XBSP>","Arteris","ON","Transporte","Ação","Bovespa","ARTR3"
"ARLA3<XBSP>","Arthur Lange","ON","-","Ação","Bovespa","ARLA3"
"ARLA4<XBSP>","Arthur Lange","PN","-","Ação","Bovespa","ARLA4"
"ASAI3<XBSP>","Assai","ON","Comércio e distribuição","Ação","Bovespa","ASAI3"
"ATED3<XBSP>","Atom Educ","ON","Outros","Ação","Bovespa","ATED3"
"AURA33<XBSP>","Aura 360","ON","Mineração","Ação","Bovespa","AURA33"
"AURE3<XBSP>","Auren","ON","Energia elétrica","Ação","Bovespa","AURE3"
"AUTM3<XBSP>","Autometal","ON","-","Ação","Bovespa","AUTM3"
"AMOB3<XBSP>","Automob","ON","-","Ação","Bovespa","AMOB3"
"AXIA3<XBSP>","Axia Energia","ON","Energia elétrica","Ação","Bovespa","AXIA3"
"AXIA5<XBSP>","Axia Energia","PNA","Energia elétrica","Ação","Bovespa","AXIA5"
"AXIA6<XBSP>","Axia Energia","PNB","Energia elétrica","Ação","Bovespa","AXIA6"
"AXIA7<XBSP>","Axia Energia","PNC","Energia elétrica","Ação","Bovespa","AXIA7"
"AZEV3<XBSP>","Azevedo","ON","Construção e engenharia","Ação","Bovespa","AZEV3"
"AZEV4<XBSP>","Azevedo","PN","Construção e engenharia","Ação","Bovespa","AZEV4"
"AZTE3<XBSP>","Azt Energia","ON","-","Ação","Bovespa","AZTE3"
"AZUL3<XBSP>","Azul","ON","Transporte","Ação","Bovespa","AZUL3"
"AZUL54<XBSP>","Azul","PN","Transporte","Ação","Bovespa","AZUL54"
"AZZA3<XBSP>","Azzas 2154","ON","Comércio","Ação","Bovespa","AZZA3"
"BLUT3<XBSP>","B Tech Eqi","ON","Outros","Ação","Bovespa","BLUT3"
"BLUT4<XBSP>","B Tech Eqi","PN","Outros","Ação","Bovespa","BLUT4"
"B1003<XBSP>","B100 SA","ON","-","Ação","Bovespa","B1003"
"B3SA3<XBSP>","B3","ON","Serviços financeiros diversos","Ação","Bovespa","B3SA3"
"BHEQ4<XBSP>","Bahema Equipament","PN","-","Ação","Bovespa","BHEQ4"
"BSUL5<XBSP>","Bahia Sul","PNA","-","Ação","Bovespa","BSUL5"
"CBAG3<XBSP>","Ban Armazens","ON","-","Ação","Bovespa","CBAG3"
"BECE3<XBSP>","Banco Bec","ON","-","Ação","Bovespa","BECE3"
"BECE4<XBSP>","Banco Bec","PN","-","Ação","Bovespa","BECE4"
"EBEN3<XBSP>","Bandeirante Energ","ON","-","Ação","Bovespa","EBEN3"
"EBEN4<XBSP>","Bandeirante Energ","PN","-","Ação","Bovespa","EBEN4"
"BBCM4<XBSP>","Bandeirantes","PN","-","Ação","Bovespa","BBCM4"
"BESP3<XBSP>","Banespa","ON","-","Ação","Bovespa","BESP3"
"BESP4<XBSP>","Banespa","PN","-","Ação","Bovespa","BESP4"
"BEPA4<XBSP>","Banestado","PN","-","Ação","Bovespa","BEPA4"
"LOSA3<XBSP>","Banex S/A","ON","-","Ação","Bovespa","LOSA3"
"LOSA4<XBSP>","Banex S/A","PN","-","Ação","Bovespa","LOSA4"
"BNNE3<XBSP>","Banorte","ON","-","Ação","Bovespa","BNNE3"
"BDLL3<XBSP>","Bardella","ON","Máquinas e equipamentos","Ação","Bovespa","BDLL3"
"BDLL4<XBSP>","Bardella","PN","Máquinas e equipamentos","Ação","Bovespa","BDLL4"
"BALM3<XBSP>","Baumer","ON","Equipamentos","Ação","Bovespa","BALM3"
"BALM4<XBSP>","Baumer","PN","Equipamentos","Ação","Bovespa","BALM4"
"BBML3<XBSP>","Bbmlogistica","ON","Serviços diversos","Ação","Bovespa","BBML3"
"BBSE3<XBSP>","BBSeguridade","ON","Previdência e seguros","Ação","Bovespa","BBSE3"
"BCNA4<XBSP>","BCN","PN","-","Ação","Bovespa","BCNA4"
"PBEL3B<XBSP>","Belapart","ON","Outros","Ação","Bovespa","PBEL3B"
"PBEL5B<XBSP>","Belapart","PNA","Outros","Ação","Bovespa","PBEL5B"
"PBEL6B<XBSP>","Belapart","PNB","Outros","Ação","Bovespa","PBEL6B"
"BEMA3<XBSP>","Bematech","ON","-","Ação","Bovespa","BEMA3"
"BEMG3<XBSP>","Bemge","ON","-","Ação","Bovespa","BEMG3"
"BEMG4<XBSP>","Bemge","PN","-","Ação","Bovespa","BEMG4"
"BMOB3<XBSP>","Bemobi Tech","ON","Programas e serviços","Ação","Bovespa","BMOB3"
"BERG3<XBSP>","Bergamo","ON","-","Ação","Bovespa","BERG3"
"BERG5<XBSP>","Bergamo","PNA","-","Ação","Bovespa","BERG5"
"BSCT3<XBSP>","Besc","ON","-","Ação","Bovespa","BSCT3"
"BSCT5<XBSP>","Besc","PNA","-","Ação","Bovespa","BSCT5"
"BSCT6<XBSP>","Besc","PNB","-","Ação","Bovespa","BSCT6"
"BTAS5<XBSP>","Beta","PNA","-","Ação","Bovespa","BTAS5"
"BETP3<XBSP>","Betapart","ON","Outros","Ação","Bovespa","BETP3"
"BHGR3<XBSP>","BHG","ON","-","Ação","Bovespa","BHGR3"
"BMKS3<XBSP>","Bic Monark","ON","Viagens e lazer","Ação","Bovespa","BMKS3"
"BICB3<XBSP>","Bicbanco","ON","-","Ação","Bovespa","BICB3"
"BICB4<XBSP>","Bicbanco","PN","-","Ação","Bovespa","BICB4"
"BICB11<XBSP>","Bicbanco","UnN1","-","Ação","Bovespa","BICB11"
"BIOB4<XBSP>","Biobras","PN","-","Ação","Bovespa","BIOB4"
"BIED3<XBSP>","Bioma Educ","ON","Diversos","Ação","Bovespa","BIED3"
"BAHI4<XBSP>","Bioma Educ","PN","Diversos","Ação","Bovespa","BAHI4"
"BIOM3<XBSP>","Biomm","ON","Medicamentos e outros produtos","Ação","Bovespa","BIOM3"
"BIOM4<XBSP>","Biomm","PN","Medicamentos e outros produtos","Ação","Bovespa","BIOM4"
"BSEV3<XBSP>","Biosev","ON","Alimentos processados","Ação","Bovespa","BSEV3"
"GBIO33<XBSP>","Biotoscana","ON","Medicamentos e outros produtos","Ação","Bovespa","GBIO33"
"BLAU3<XBSP>","Blau","ON","Comércio e distribuição","Ação","Bovespa","BLAU3"
"CTWR3<XBSP>","Blue Tree","ON","-","Ação","Bovespa","CTWR3"
"BMEF3<XBSP>","BM&F","ON","-","Ação","Bovespa","BMEF3"
"SOJA3<XBSP>","Boa Safra","ON","Agropecuária","Ação","Bovespa","SOJA3"
"BOAS3<XBSP>","Boa Vista","ON","Serviços financeiros diversos","Ação","Bovespa","BOAS3"
"BBV4<XBSP>","Boavista","PN","-","Ação","Bovespa","BBV4"
"BOBR3<XBSP>","Bombril","ON","Produtos de uso pessoal e de limpeza","Ação","Bovespa","BOBR3"
"BOBR4<XBSP>","Bombril","PN","Produtos de uso pessoal e de limpeza","Ação","Bovespa","BOBR4"
"BPCO4<XBSP>","Bompreco","PN","-","Ação","Bovespa","BPCO4"
"IDCO3<XBSP>","Bompreco Bah","ON","-","Ação","Bovespa","IDCO3"
"IDCO4<XBSP>","Bompreco Bah","PN","-","Ação","Bovespa","IDCO4"
"BNPA3B<XBSP>","Bonaire Part","ON","Energia elétrica","Ação","Bovespa","BNPA3B"
"STRP3<XBSP>","Botucatu Tex","ON","-","Ação","Bovespa","STRP3"
"STRP4<XBSP>","Botucatu Tex","PN","-","Ação","Bovespa","STRP4"
"BOVH3<XBSP>","Bovespa Holding","ON","-","Ação","Bovespa","BOVH3"
"FRPS3<XBSP>","BR Ferrovias","ON","-","Ação","Bovespa","FRPS3"
"FRPS4<XBSP>","BR Ferrovias","PN","-","Ação","Bovespa","FRPS4"
"HCBR3<XBSP>","BR Home","ON","Comércio","Ação","Bovespa","HCBR3"
"BRML3<XBSP>","BR Malls Par","ON","Exploração de imóveis","Ação","Bovespa","BRML3"
"BPHA3<XBSP>","BR Pharma","ON","Comércio e distribuição","Ação","Bovespa","BPHA3"
"BRPR3<XBSP>","BR Propert","ON","Exploração de imóveis","Ação","Bovespa","BRPR3"
"BRAP3<XBSP>","Bradespar","ON","Mineração","Ação","Bovespa","BRAP3"
"BRAP4<XBSP>","Bradespar","PN","Mineração","Ação","Bovespa","BRAP4"
"BRAP99<XBSP>","Bradespar","UNT","Mineração","Ação","Bovespa","BRAP99"
"SAUD3<XBSP>","Bradsaude","ON","Serviços médico-hospitalares análises e diagnósticos","Ação","Bovespa","SAUD3"
"ITPS4<XBSP>","Brampac","PN","-","Ação","Bovespa","ITPS4"
"BRTP3<XBSP>","Brasil T Par","ON","-","Ação","Bovespa","BRTP3"
"BRTP4<XBSP>","Brasil T Par","PN","-","Ação","Bovespa","BRTP4"
"AGRO3<XBSP>","Brasilagro","ON","Agropecuária","Ação","Bovespa","AGRO3"
"LITS3<XBSP>","Brasilit","ON","-","Ação","Bovespa","LITS3"
"BRKM3<XBSP>","Braskem","ON","Químicos","Ação","Bovespa","BRKM3"
"BRKM5<XBSP>","Braskem","PNA","Químicos","Ação","Bovespa","BRKM5"
"BRKM6<XBSP>","Braskem","PNB","Químicos","Ação","Bovespa","BRKM6"
"BMTO3<XBSP>","Brasmotor","ON","Utilidades domésticas","Ação","Bovespa","BMTO3"
"BMTO4<XBSP>","Brasmotor","PN","Utilidades domésticas","Ação","Bovespa","BMTO4"
"BPLA5<XBSP>","Brasperola","PNA","-","Ação","Bovespa","BPLA5"
"BRAV3<XBSP>","Brava","ON","Petróleo gás e biocombustíveis","Ação","Bovespa","BRAV3"
"BFRE3<XBSP>","Brazilian Fr","ON","-","Ação","Bovespa","BFRE3"
"BRFS3<XBSP>","BRF SA","ON","Alimentos processados","Ação","Bovespa","BRFS3"
"PRGA4<XBSP>","BRF SA","PN","Alimentos processados","Ação","Bovespa","PRGA4"
"BRIT3<XBSP>","Brisanet","ON","Telecomunicações","Ação","Bovespa","BRIT3"
"BRST3<XBSP>","Brisanet","ON","Telecomunicações","Ação","Bovespa","BRST3"
"BISA3<XBSP>","Brookfield","ON","-","Ação","Bovespa","BISA3"
"BRQB3<XBSP>","Brq","ON","Programas e serviços","Ação","Bovespa","BRQB3"
"BRUM4<XBSP>","Brumadinho","PN","-","Ação","Bovespa","BRUM4"
"BUET3<XBSP>","Buettner","ON","Tecidos vestuário e calçados","Ação","Bovespa","BUET3"
"BUET4<XBSP>","Buettner","PN","Tecidos vestuário e calçados","Ação","Bovespa","BUET4"
"CEVA3<XBSP>","Bunge Alimentos","ON","-","Ação","Bovespa","CEVA3"
"CEVA4<XBSP>","Bunge Alimentos","PN","-","Ação","Bovespa","CEVA4"
"MSAN3<XBSP>","Bunge Brasil","ON","-","Ação","Bovespa","MSAN3"
"MSAN4<XBSP>","Bunge Brasil","PN","-","Ação","Bovespa","MSAN4"
"MAHS4<XBSP>","Bunge Fertilizantes","PN","-","Ação","Bovespa","MAHS4"
"CABI3<XBSP>","Cabinda Part","ON","Outros","Ação","Bovespa","CABI3"
"CDOU4<XBSP>","Cach Dourada","PN","-","Ação","Bovespa","CDOU4"
"CIQU3<XBSP>","Cacique","ON","-","Ação","Bovespa","CIQU3"
"CIQU4<XBSP>","Cacique","PN","-","Ação","Bovespa","CIQU4"
"CACO3B<XBSP>","Caconde Part","ON","Outros","Ação","Bovespa","CACO3B"
"CMET3<XBSP>","Caemi","ON","-","Ação","Bovespa","CMET3"
"CMET4<XBSP>","Caemi","PN","-","Ação","Bovespa","CMET4"
"CAFE3<XBSP>","Caf Brasilia","ON","-","Ação","Bovespa","CAFE3"
"CAFE4<XBSP>","Caf Brasilia","PN","-","Ação","Bovespa","CAFE4"
"CAIA3B<XBSP>","Caianda Part","ON","Outros","Ação","Bovespa","CAIA3B"
"CXSE3<XBSP>","Caixa Seguri","ON","Previdência e seguros","Ação","Bovespa","CXSE3"
"CAMB3<XBSP>","Cambuci","ON","Tecidos vestuário e calçados","Ação","Bovespa","CAMB3"
"CAMB4<XBSP>","Cambuci","PN","Tecidos vestuário e calçados","Ação","Bovespa","CAMB4"
"CAML3<XBSP>","Camil","ON","Alimentos processados","Ação","Bovespa","CAML3"
"CPTP3B<XBSP>","Capitalpart","ON","Outros","Ação","Bovespa","CPTP3B"
"CRBM3<XBSP>","Caraiba Met","ON","-","Ação","Bovespa","CRBM3"
"CRBM5<XBSP>","Caraiba Met","PNA","-","Ação","Bovespa","CRBM5"
"CRBM7<XBSP>","Caraiba Met","PNC","-","Ação","Bovespa","CRBM7"
"CRBM8<XBSP>","Caraiba Met","PND","-","Ação","Bovespa","CRBM8"
"CRBM11<XBSP>","Caraiba Met","PNE","-","Ação","Bovespa","CRBM11"
"SOLO4<XBSP>","Cargill Fertilizant","PN","-","Ação","Bovespa","SOLO4"
"CRFB3<XBSP>","Carrefour BR","ON","Comércio e distribuição","Ação","Bovespa","CRFB3"
"CABR4<XBSP>","Casa Anglo","PN","-","Ação","Bovespa","CABR4"
"CASN3<XBSP>","Casan","ON","Água e saneamento","Ação","Bovespa","CASN3"
"CASN4<XBSP>","Casan","PN","Água e saneamento","Ação","Bovespa","CASN4"
"BHIA3<XBSP>","Casas Bahia","ON","Comércio","Ação","Bovespa","BHIA3"
"VVAR4<XBSP>","Casas Bahia","PN","Comércio","Ação","Bovespa","VVAR4"
"VVAR11<XBSP>","Casas Bahia","UNT N2","Comércio","Ação","Bovespa","VVAR11"
"CBAV3<XBSP>","Cba","ON","Mineração","Ação","Bovespa","CBAV3"
"CCTU3<XBSP>","CBC Cartucho","ON","-","Ação","Bovespa","CCTU3"
"CCTU4<XBSP>","CBC Cartucho","PN","-","Ação","Bovespa","CCTU4"
"TRIM3<XBSP>","Cbcc Contact Center","ON","-","Ação","Bovespa","TRIM3"
"CBVI4<XBSP>","Cbv Ind Mec","PN","-","Ação","Bovespa","CBVI4"
"CCIM3<XBSP>","CC Des Imob","ON","-","Ação","Bovespa","CCIM3"
"CCXC3<XBSP>","Ccx Carvao","ON","Outros","Ação","Bovespa","CCXC3"
"CEAB3<XBSP>","Cea Modas","ON","Comércio","Ação","Bovespa","CEAB3"
"CEBR3<XBSP>","Ceb","ON","Energia elétrica","Ação","Bovespa","CEBR3"
"CEBR5<XBSP>","Ceb","PNA","Energia elétrica","Ação","Bovespa","CEBR5"
"CEBR6<XBSP>","Ceb","PNB","Energia elétrica","Ação","Bovespa","CEBR6"
"CEDO3<XBSP>","Cedro","ON","Tecidos vestuário e calçados","Ação","Bovespa","CEDO3"
"CEDO4<XBSP>","Cedro","PN","Tecidos vestuário e calçados","Ação","Bovespa","CEDO4"
"CEDO6<XBSP>","Cedro","PNB","Tecidos vestuário e calçados","Ação","Bovespa","CEDO6"
"CEED3<XBSP>","Ceee-D","ON","Energia elétrica","Ação","Bovespa","CEED3"
"CEED4<XBSP>","Ceee-D","PN","Energia elétrica","Ação","Bovespa","CEED4"
"CGEE3<XBSP>","Ceee-G","ON","Energia elétrica","Ação","Bovespa","CGEE3"
"CGEE4<XBSP>","Ceee-G","PN","Energia elétrica","Ação","Bovespa","CGEE4"
"EEEL3<XBSP>","Ceee-T","ON","Energia elétrica","Ação","Bovespa","EEEL3"
"EEEL4<XBSP>","Ceee-T","PN","Energia elétrica","Ação","Bovespa","EEEL4"
"CEGR3<XBSP>","Ceg","ON","Gás","Ação","Bovespa","CEGR3"
"CLSC3<XBSP>","Celesc","ON","Energia elétrica","Ação","Bovespa","CLSC3"
"CLSC4<XBSP>","Celesc","PN","Energia elétrica","Ação","Bovespa","CLSC4"
"CLSC5<XBSP>","Celesc","PNA","Energia elétrica","Ação","Bovespa","CLSC5"
"CGOS3<XBSP>","Celg","ON","-","Ação","Bovespa","CGOS3"
"CGOS4<XBSP>","Celg","PN","-","Ação","Bovespa","CGOS4"
"CGOS6<XBSP>","Celg","PNB","-","Ação","Bovespa","CGOS6"
"GPAR3<XBSP>","Celgpar","ON","Energia elétrica","Ação","Bovespa","GPAR3"
"CELM3<XBSP>","Celm","ON","-","Ação","Bovespa","CELM3"
"CEPE3<XBSP>","Celpe","ON","Energia elétrica","Ação","Bovespa","CEPE3"
"CEPE5<XBSP>","Celpe","PNA","Energia elétrica","Ação","Bovespa","CEPE5"
"CEPE6<XBSP>","Celpe","PNB","Energia elétrica","Ação","Bovespa","CEPE6"
"MAPT3<XBSP>","Cemepe","ON","Outros","Ação","Bovespa","MAPT3"
"MAPT4<XBSP>","Cemepe","PN","Outros","Ação","Bovespa","MAPT4"
"CMIG3<XBSP>","Cemig","ON","Energia elétrica","Ação","Bovespa","CMIG3"
"CMIG4<XBSP>","Cemig","PN","Energia elétrica","Ação","Bovespa","CMIG4"
"CTLG3<XBSP>","Cent Açu","ON","-","Ação","Bovespa","CTLG3"
"CTMI3<XBSP>","Cent Min-Rio","ON","-","Ação","Bovespa","CTMI3"
"CESP3<XBSP>","Cesp","ON","Energia elétrica","Ação","Bovespa","CESP3"
"CESP5<XBSP>","Cesp","PNA","Energia elétrica","Ação","Bovespa","CESP5"
"CESP6<XBSP>","Cesp","PNB","Energia elétrica","Ação","Bovespa","CESP6"
"CETE3<XBSP>","Ceterp","ON","-","Ação","Bovespa","CETE3"
"CETE4<XBSP>","Ceterp","PN","-","Ação","Bovespa","CETE4"
"CTIP3<XBSP>","Cetip","ON","Serviços financeiros diversos","Ação","Bovespa","CTIP3"
"CVPT3<XBSP>","Ceval Part","ON","-","Ação","Bovespa","CVPT3"
"CVPT4<XBSP>","Ceval Part","PN","-","Ação","Bovespa","CVPT4"
"CHAP3<XBSP>","Chapeco","ON","-","Ação","Bovespa","CHAP3"
"CHAP4<XBSP>","Chapeco","PN","-","Ação","Bovespa","CHAP4"
"CCHI3<XBSP>","Chiarelli","ON","Construção e engenharia","Ação","Bovespa","CCHI3"
"CCHI4<XBSP>","Chiarelli","PN","Construção e engenharia","Ação","Bovespa","CCHI4"
"HGTX3<XBSP>","Cia Hering","ON","Tecidos vestuário e calçados","Ação","Bovespa","HGTX3"
