data,retorno_carteira_tercil_1,retorno_carteira_tercil_2,retorno_carteira_tercil_3,factor_illiquidity
2010-05-06,-0.024050617223154897,-0.023763813178716543,-0.019250799477105875,-0.0047998177460490225
2010-05-07,-0.016824708346526492,-0.014895587334477333,-0.005887675040545256,-0.010937033305981236
2010-05-10,0.03502642237458191,0.03731901759885688,0.030407669348138443,0.004618753026443465
2010-05-11,-0.0021952984280080223,-0.0056430955516316265,-0.006791552036714049,0.004596253608706026
2010-05-12,0.013878635903024726,0.014013910001806608,0.006502568458619016,0.00737606744440571
2010-05-13,0.001966250742032022,-0.005457496040652591,-0.002079641226250817,0.004045891968282839
2010-05-14,-0.02230654831294323,-0.014954732996299146,-0.02268220528398874,0.0003756569710455099
2010-05-17,-0.008436050115133776,-0.009021984793865274,-0.005933259583193153,-0.002502790531940623
2010-05-18,-0.022169976860580812,-0.01767085281594497,-0.027253052104147593,0.005083075243566781
2010-05-19,-0.026460009507024075,-0.013437131371831508,-0.006524054067610561,-0.019935955439413514
2010-05-20,-0.02164250950893009,-0.022176048302089975,-0.02626347984449726,0.00462097033556717
2010-05-21,0.02533842680797243,0.028034353882451537,0.02953364503661875,-0.004195218228646321
2010-05-24,-0.003789002163938051,0.00116922284490469,-0.006496986675462082,0.0027079845115240307
2010-05-25,-0.010062564179741714,-0.012218524756506113,-0.012479104456782287,0.0024165402770405728
2010-05-26,0.015394885238255015,0.019421008922780276,0.013156417385274573,0.0022384678529804424
2010-05-27,0.03746652627958091,0.0244988692048669,0.026200827971587914,0.011265698307992993
2010-05-28,0.010015335990350106,-0.006001322038825073,-0.0015812652818181843,0.01159660127216829
2010-05-31,0.015119024561534664,0.009062347488387667,0.01469623091983812,0.0004227936416965443
2010-06-01,-0.01644609750404837,-0.009242884413507233,-0.02099348399322615,0.004547386489177782
2010-06-02,0.009601194618927911,0.021449680264905308,0.01505131560437381,-0.0054501209854458995
2010-06-04,-0.004593429768029283,-0.012522517160600275,-0.015667756085910384,0.011074326317881102
2010-06-07,-0.00675825953269205,0.004341471583641078,-0.005208516672602652,-0.001549742860089398
2010-06-08,0.0015942699713909349,0.007434528561361011,0.006436719377564217,-0.004842449406173283
2010-06-09,0.0019795336695016376,-0.008733407457551398,-0.005517633531838424,0.007497167201340062
2010-06-10,0.019513614564454704,0.015411804695778753,0.02695892106878543,-0.007445306504330725
2010-06-11,0.010871201918724134,0.0034036015100689138,0.01536631509250247,-0.004495113173778336
2010-06-14,4.198686859100985e-05,0.003291865785911115,0.002523819646839866,-0.002481832778248856
2010-06-15,0.01636762526271006,0.015380410071531458,0.01376449727270157,0.0026031279900084886
2010-06-16,-0.0015893113650005367,-0.0017101263764015633,0.004833389260341456,-0.006422700625341993
2010-06-17,-0.002757709037597735,-0.0003512653793303694,-0.0001437340460909193,-0.0026139749915068157
2010-06-18,7.141250814796724e-05,0.007106808686712729,-0.0024710848881247687,0.002542497396272736
2010-06-21,0.0053333896372377825,0.0017460736427135535,0.00294682665122889,0.0023865629860088926
2010-06-22,0.0008565967484464567,0.010139654992814728,0.005103004143027128,-0.004246407394580671
2010-06-23,-0.002310787729900635,0.006983998564786737,0.005053523833794894,-0.00736431156369553
2010-06-24,-0.013808836785337406,-0.007747589948834794,-0.01740391214547565,0.0035950753601382435
2010-06-25,0.01311646854987823,0.011067546624373247,0.013144149565690572,-2.7681015812340906e-05
2010-06-28,0.0004865372919028402,0.002594416524949899,-0.0013946963263221487,0.001881233618224989
2010-06-29,-0.02293988659474582,-0.02652201515881987,-0.029192358769623176,0.006252472174877354
2010-06-30,0.0005565426112723551,-0.002215609501361846,-0.017035975495247695,0.01759251810652005
2010-07-01,-0.0037848538152520255,0.0047482396003116194,0.001225519437418792,-0.005010373252670818
2010-07-02,0.009356486973151366,0.0070024596859917425,0.004020664477917364,0.005335822495234002
2010-07-05,-0.0003374459240481393,-0.004083522143004419,-0.004648617977718554,0.004311172053670415
2010-07-06,0.00513226005296052,0.015171352041106447,0.016929055992770316,-0.011796795939809795
2010-07-07,0.008533818613405884,0.00808622460877912,0.011426916507307566,-0.0028930978939016826
2010-07-08,0.0037000484002436473,-0.0002613188992083046,-0.0014730300805731536,0.005173078480816801
2010-07-12,-0.002765541493695761,-0.0047830156391997355,-0.008197751121675386,0.005432209627979625
2010-07-13,0.009073096673820518,0.012507309339482327,0.01659359130931609,-0.007520494635495574
2010-07-14,-0.00039269786918357967,-0.0035554074904091764,0.0010179827471167421,-0.0014106806163003219
2010-07-15,0.0035210775373784747,0.008661543761838504,-0.002012020509946751,0.0055330980473252255
2010-07-16,-0.008647632194827079,-0.013435598714568918,-0.017298763222694795,0.008651131027867716
2010-07-19,0.0073913158330853644,0.014296292588704955,0.013504731196535839,-0.006113415363450474
2010-07-20,0.002063186683027649,0.002410280474605231,0.011841866919982827,-0.009778680236955179
2010-07-21,0.0023008134936014107,-0.004185861274779149,-0.0014887500846563959,0.0037895635782578064
2010-07-22,0.015082910842581367,0.021688301235753694,0.017669129405753378,-0.0025862185631720103
2010-07-23,0.005035724159154297,0.0043134334548199415,0.008952060453539884,-0.003916336294385587
2010-07-26,0.0047719074910036385,0.0052293101689132185,0.0023840498662012093,0.002387857624802429
2010-07-27,0.0013193465703422566,0.00549071724082712,0.00526086521550139,-0.003941518645159133
2010-07-28,-0.003508618227579498,-0.0024388785653260353,-0.0034132604857860954,-9.535774179340265e-05
2010-07-29,0.0014103445731772912,0.0037659729931654924,0.00282335930036046,-0.001413014727183169
2010-07-30,0.005892659734311737,0.013969769645970019,0.011186528899374413,-0.005293869165062676
2010-08-02,0.011123553829865693,0.010116062874719901,0.01132390677418069,-0.00020035294431499685
2010-08-03,-0.00537068281507034,-0.014426291032349079,-0.01299380483247797,0.0076231220174076296
2010-08-04,0.003260963138433996,0.010690314426071759,0.0019552032011205733,0.0013057599373134227
2010-08-05,0.012415294028610444,0.0034324831915702697,0.00019058595246220937,0.012224708076148234
2010-08-06,-0.0012340852390863022,-0.005038624385119377,-0.0073637717142112325,0.00612968647512493
2010-08-09,-0.003934579443219498,-0.008982526892795498,-0.006396195448302856,0.002461616005083358
2010-08-10,-0.005321899229561293,-0.0035761281020822593,-0.004435551663586763,-0.0008863475659745303
2010-08-11,-0.013440614422677688,-0.01162734517110873,-0.015149977834103443,0.0017093634114257548
2010-08-12,0.005546053743475625,0.002390550086139071,0.0010617515669974012,0.004484302176478224
2010-08-13,0.007648568161473008,0.008244000523920377,0.0027026739030786722,0.0049458942583943365
2010-08-16,0.007955737889798028,0.002570773876974329,0.007900280565636044,5.545732416198379e-05
2010-08-17,0.004109742895307062,0.008201359049574555,0.010323822787736692,-0.006214079892429629
2010-08-18,0.004239881880763098,0.013542737727441054,0.004054856718050226,0.00018502516271287194
2010-08-19,-0.006358794196202222,-0.000606031076759558,-0.007011001400560594,0.0006522072043583715
2010-08-20,0.0013557340807027632,0.0011755402174580582,0.0016579006341947105,-0.00030216655349194735
2010-08-23,-0.002523859933716383,-0.007068148723357723,-0.009362005976869783,0.006838146043153399
2010-08-24,-0.006886061326902211,-0.004155428234909041,-0.007196678898030697,0.00031061757112848653
2010-08-25,-0.007732053821729186,-0.0017651551072217736,-0.009132552569374591,0.0014004987476454057
2010-08-26,0.0023559807899435903,-0.010959621698388702,-0.013182609719841195,0.015538590509784785
2010-08-27,0.01836785443408719,0.022400084520827486,0.024227901304157893,-0.005860046870070704
2010-08-30,-0.00585442882885586,-0.011539642615716815,-0.012237877664507318,0.0063834488356514585
2010-08-31,0.002080405323674991,0.004150761218304873,0.009582726135048816,-0.007502320811373825
2010-09-01,0.010322323002063708,0.019127321097846754,0.02172264637722966,-0.01140032337516595
2010-09-02,-0.0007042735978069402,-0.0029883538977557695,-0.006013457735769418,0.005309184137962478
2010-09-03,-0.0013567978240452258,-0.0038742238284520908,-0.00600535179851907,0.004648553974473844
2010-09-06,0.0012561438274513047,0.004928716406553374,-0.0006371954022006754,0.0018933392296519801
2010-09-08,0.0006050977033214793,-0.0007623349978047271,-0.003258554509094923,0.0038636522124164026
2010-09-09,0.006575998246525621,0.0063278505264835515,0.004698014901177759,0.001877983345347862
2010-09-10,-0.00011815086403198425,0.009149487301262967,0.008166297823299978,-0.008284448687331962
2010-09-13,0.003518138667337685,0.005725155517305148,0.01450512775389674,-0.010986989086559054
2010-09-14,0.0015365788103577876,0.006664055601094042,0.00026687123052826115,0.0012697075798295265
2010-09-15,0.0012438352416270265,0.010566585174281736,0.009335401712247096,-0.00809156647062007
2010-09-16,-3.606648670561755e-05,-0.004179991563151754,-0.006119215322883276,0.006083148836177658
2010-09-17,0.0025483393781482655,-0.0028233196860196924,-0.008442511336111574,0.010990850714259839
2010-09-20,0.006429365097519029,0.008632487273731091,0.01392121103259201,-0.007491845935072981
2010-09-21,0.00015415880191845175,-0.004937091647132289,-0.003958287176205013,0.004112445978123464
2010-09-22,-0.0023458187239224293,0.006093459119357543,0.009374919906972425,-0.011720738630894855
2010-09-23,0.0032702764941511214,0.00015650387551570586,0.002938332794192851,0.0003319436999582705
2010-09-24,0.0014065579490681482,-0.011130379033273161,-0.010596809270390077,0.012003367219458225
2010-09-27,0.0015414172473893722,0.008003910605410882,0.005496936111162616,-0.003955518863773244
2010-09-28,-0.0008677025499632633,0.0011251252364494005,0.004899293680833738,-0.005766996230797001
2010-09-29,-0.0005803859719155131,-0.0062439305527995925,-0.0058379501859048815,0.005257564213989368
2010-09-30,0.003504706253471585,0.004072547808879667,0.00495926729587643,-0.0014545610424048449
2010-10-01,0.01671592551576049,0.009527088678009428,0.014233697873741609,0.002482227642018881
2010-10-04,0.0009143228127978639,0.0007452184816600807,0.008306773052111145,-0.007392450239313281
2010-10-05,0.012039811925847493,0.010904774054544066,0.017037988574587926,-0.004998176648740433
2010-10-06,0.0039137932606414195,-0.0013815329266907903,-0.009156072822994056,0.013069866083635476
2010-10-07,-0.0013650298026581123,-0.0076191784871805345,-0.006361425624852405,0.0049963958221942925
2010-10-08,0.010889571234571583,0.014953894535527396,0.01120859091578691,-0.00031901968121532745
2010-10-11,0.009988314983857006,0.008652148084809404,0.003617957870707178,0.006370357113149828
2010-10-13,0.013622892906318807,0.005909262333522676,0.01358644350240272,3.644940391608724e-05
2010-10-14,0.0023608791575526955,-0.005215252564825571,-0.004115948395349781,0.0064768275529024765
2010-10-15,0.0030042190503731326,-0.00510856304409356,0.002202431440569572,0.0008017876098035605
2010-10-18,0.0016998781968132917,-0.0019842674254793658,-0.007820690215565005,0.009520568412378297
2010-10-19,-0.02259161031494384,-0.02208256424327932,-0.02007937121621162,-0.0025122390987322198
2010-10-20,0.005764875318293485,0.013872144943480848,0.0009925410982851023,0.004772334220008383
2010-10-21,0.00011556976115957376,0.0036606104538954615,-0.003129710500062342,0.0032452802612219158
2010-10-22,0.0058084142044886366,-0.0021342835616109074,-0.006861826394412415,0.012670240598901051
2010-10-25,0.006584541008495264,-0.00354536973072033,0.0013805090511358911,0.005204031957359373
2010-10-26,0.007560754481988321,0.014871113906568697,0.009563912391093336,-0.0020031579091050146
2010-10-27,0.0004149000811535202,-0.003895653322155936,-0.000752118536295964,0.0011670186174494843
2010-10-28,-0.004352759706142378,-0.005749523920278716,0.0031800653650478033,-0.007532825071190182
2010-10-29,0.006472840169684433,0.010770388702740493,0.009353706407302657,-0.002880866237618224
2010-11-01,0.013281829224122093,0.011597082433879394,0.0038425132485708064,0.009439315975551286
2010-11-03,0.0008264482465433051,0.0021894851589787895,0.003215258318616624,-0.0023888100720733186
2010-11-04,0.017318562519363225,0.004301080541233575,0.014924377609121294,0.002394184910241931
2010-11-05,-0.0007525460224124734,-0.004207658596372621,-0.005937493761047102,0.005184947738634629
2010-11-08,0.0034204977713371276,0.00011644933405887839,-0.0023262559024901813,0.0057467536738273085
2010-11-09,-0.008379774223389523,-0.0061023972253663695,-0.01160923478517152,0.003229460561781996
2010-11-10,-0.008120156378293164,-0.0035771320306635817,-0.0019858830965860425,-0.006134273281707122
2010-11-11,-0.010270714313937581,-0.006564812230681787,-0.004385012197929845,-0.005885702116007736
2010-11-12,-0.012388028925463705,-0.007740291088509722,-0.008642240870543189,-0.003745788054920516
2010-11-16,-0.021223791238422544,-0.01343201882029427,-0.015678561829754026,-0.005545229408668518
2010-11-17,0.012830733843007005,0.011687384712000981,0.01230993783611885,0.0005207960068881554
2010-11-18,0.012254581206979689,0.010747300045249415,0.01482060138374232,-0.002566020176762631
2010-11-19,0.0014881706974533798,0.005925567277050431,0.002745452379772897,-0.0012572816823195171
2010-11-22,-0.010182260978337524,-0.01654745548960926,-0.01681347627078011,0.006631215292442587
2010-11-23,-0.021330612467775272,-0.016557752136618437,-0.022951510743000805,0.0016208982752255324
2010-11-24,0.02108384066452774,0.023692800881079067,0.02488042849312034,-0.003796587828592598
2010-11-25,0.0010333297709927889,0.00032526950997838596,-0.0020090980154909765,0.0030424277864837656
2010-11-26,-0.007889616805329612,-0.015007305676884658,-0.014071943732169329,0.006182326926839716
2010-11-29,-0.009011236435833883,-0.004818396792085634,-0.00736275201538601,-0.001648484420447873
2010-11-30,0.0074725709394478645,0.004926342718732609,0.0010827889580467345,0.00638978198140113
2010-12-01,0.01139537537287232,0.02191017071641325,0.02053304853775583,-0.00913767316488351
2010-12-02,0.005115573958302624,0.007374322465191973,-9.52971227738805e-06,0.005125103670580012
2010-12-03,-0.006454855387714513,-0.005273323338369206,0.001890092735537355,-0.008344948123251868
2010-12-06,0.0009949754385817713,-0.010633752868961352,-0.0018868592374873855,0.002881834676069157
2010-12-07,0.0010304839864948687,-0.0056307875222716885,-0.003494807028059036,0.004525291014553905
2010-12-08,-0.006662118558118102,-0.010846245599554633,-0.015999490595317876,0.009337372037199775
2010-12-09,-0.010947617517862397,-0.008280491816557893,-0.007771529178626684,-0.003176088339235713
2010-12-10,0.003031456054210394,0.014134948017937845,0.00205670849274656,0.000974747561463834
2010-12-13,0.007552239060857184,-0.00024387728933773976,0.013896138368328275,-0.00634389930747109
2010-12-14,0.002163592419838176,-0.002162100401912182,-0.005112998417426399,0.007276590837264575
2010-12-15,-0.00818933478326194,-0.006592922906587425,-0.014497886397966413,0.006308551614704474
2010-12-16,-0.0062051103536101505,-0.004741633217465081,-0.0062703842689084965,6.527391529834604e-05
2010-12-17,0.0076057879291634555,0.004614008289326538,0.01167025491817994,-0.004064466989016484
2010-12-20,-9.097416539704686e-05,-0.0005468195487437488,-0.010493382703885449,0.010402408538488402
2010-12-21,0.004842014585112643,0.018321606475328964,0.017277679993016788,-0.012435665407904145
2010-12-22,-0.007031759507256601,-0.0016653854612573213,0.00241843961131899,-0.00945019911857559
2010-12-23,0.007119862069610576,0.004239254448588561,0.00010614872501985007,0.007013713344590726
2010-12-27,-0.003950190531084454,-0.008490763723450324,-0.009158991692728938,0.005208801161644484
2010-12-28,-0.0012220628961109711,0.0012394899281244923,0.005870712315093444,-0.007092775211204415
2010-12-29,0.004996191432283649,0.013878913311558235,0.014377440551116576,-0.009381249118832927
2010-12-30,0.0135842561548572,0.0047112608427799085,0.0052608739599851505,0.00832338219487205
2011-01-03,-0.0014454816162489572,0.007279840024292494,0.012201223181978126,-0.013646704798227082
2011-01-04,-0.004786736248834692,-0.0012398570105290135,0.0021798901975644443,-0.0069666264463991365
2011-01-05,0.0008804413330248231,0.003932239531092968,0.010054208149017665,-0.009173766815992841
2011-01-06,-0.0039525270836435625,-0.0021435606274793776,-0.009718290765389954,0.005765763681746391
2011-01-07,-0.003317818531545427,-0.008127297810926118,-0.003043999839881506,-0.00027381869166392134
2011-01-10,0.002365036101199683,0.00529262389539001,-0.0018139046684402566,0.004178940769639939
2011-01-11,0.0011236653089171818,0.0034302131965721202,0.005827017385051086,-0.004703352076133904
2011-01-12,0.004635052249310336,0.011869072612988592,0.012627759646788826,-0.00799270739747849
2011-01-13,-0.007423920801879656,-0.006153805627508244,-0.009148515941104428,0.0017245951392247721
2011-01-14,0.005903468459086223,0.002536352271650787,-0.0009740895899218322,0.006877558049008055
2011-01-17,-0.0014178240133664115,-0.0037347030961395467,-0.0034600239943020717,0.00204219998093566
2011-01-18,0.0005600502027391374,0.003751969907874069,0.0022702954098684247,-0.0017102452071292872
2011-01-19,-0.005424294370479395,-0.007871823840074713,-0.008599488267162399,0.0031751938966830037
2011-01-20,-0.002168480753883719,-0.004382234930748019,-0.00544822063302705,0.0032797398791433313
2011-01-21,-0.0025085143433065016,-0.006232372043252084,-0.0077842486253317834,0.005275734282025282
2011-01-24,0.005202636395208956,0.006260047745371432,0.005750429439056199,-0.0005477930438472431
2011-01-26,-0.013765378815145701,-0.014781465201720837,-0.011607295179376366,-0.0021580836357693346
2011-01-27,-0.017277171517375428,-0.015843068488280623,-0.013772032550008242,-0.003505138967367186
2011-01-28,-0.026652453883153043,-0.023530480703496448,-0.02014978784608495,-0.006502666037068092
2011-01-31,0.0006341045500934133,-0.0007604636640292389,-0.0039657213499727315,0.004599825900066145
2011-02-01,0.010223490766949048,0.016629712850631365,0.01829982244410664,-0.008076331677157593
2011-02-02,-0.005332219128537737,-0.013854241581880089,-0.022345614790329926,0.01701339566179219
2011-02-03,-0.017025413418584132,-0.006512698547629429,-0.002032199197807013,-0.01499321422077712
2011-02-04,-0.014286701537328743,-0.02057689836449804,-0.02061749905465298,0.006330797517324238
2011-02-07,-0.0052901800180618856,0.007271578777423841,0.005950803564513001,-0.011240983582574887
2011-02-08,0.010778604074641443,0.00893958895449617,0.0075615183386169,0.003217085736024543
2011-02-09,-0.014246742027151208,-0.019695614091086104,-0.02504794966821404,0.010801207641062831
2011-02-10,-0.0010670801321760002,0.002679313539209563,0.0021033046241340897,-0.00317038475631009
2011-02-11,0.00434565513266356,0.01485119341620181,0.01863943223464344,-0.01429377710197988
2011-02-14,0.009358940572382327,0.009372437514866197,0.009876486768207411,-0.0005175461958250843
2011-02-15,-0.001692093769247841,-0.0003793731952408266,-0.004488621942728039,0.0027965281734801976
2011-02-16,0.015073349868230015,0.01866421557080949,0.018537455076804633,-0.003464105208574618
2011-02-17,0.0008782288838073415,-0.0019859643713453696,0.003531866451929146,-0.0026536375681218043
2011-02-18,0.007304985918224198,0.008580500125052492,0.010225092565069966,-0.0029201066468457684
2011-02-21,-0.006912098564530436,-0.009798563712406528,-0.010694175595733449,0.0037820770312030133
2011-02-22,-0.016856053489557907,-0.015257392683017979,-0.01210109570873141,-0.004754957780826498
2011-02-23,-0.005090282720751578,-0.005691412802940257,-0.0026339921332238963,-0.0024562905875276817
2011-02-24,-0.00442358508946832,0.006932356753962826,0.004310449798567606,-0.008734034888035926
2011-02-25,0.002820173053755596,0.0007658068331245265,-0.0014996048377631972,0.004319777891518793
2011-02-28,0.011461889644927366,0.013321687286743274,0.005699080754352418,0.005762808890574948
2011-03-01,-0.0023289893940421393,-0.00835020051176053,-0.013343652545114187,0.011014663151072048
2011-03-02,0.007090973686536008,0.008973931325662817,0.012697720848389884,-0.005606747161853875
2011-03-03,0.01044708012698441,0.013861481705400705,0.01302557907394937,-0.00257849894696496
2011-03-04,-0.009436477256486197,-0.007350717998942047,-0.0005481430583670724,-0.008888334198119125
2011-03-09,0.0016230541711729676,0.005733065414847171,-0.0046803863448564,0.006303440516029368
2011-03-10,-0.015815508601005532,-0.008556027655834738,-0.00811997187082059,-0.007695536730184943
2011-03-11,0.0075123462630091245,0.008423623593095335,0.011969116342092313,-0.0044567700790831884
2011-03-14,-0.0009489490854382313,0.005018195675213757,0.00768771622249776,-0.008636665307935991
2011-03-15,-0.005665206465714053,-0.0026096885011437135,-0.0015163278705021385,-0.004148878595211914
2011-03-16,-0.006119712203568557,-0.010022182805321914,-0.013247230852721063,0.007127518649152505
2011-03-17,0.004919533528217945,-0.0006978964036026955,-0.0010182430639590092,0.005937776592176955
2011-03-18,0.0038903080785134595,0.006232903766523298,0.009647388459749256,-0.005757080381235796
2011-03-21,-0.00017835359769301963,0.0022483573709573806,-0.0026176085805101035,0.002439254982817084
2011-03-22,0.010785697423647374,0.011975775061326292,0.012880069774073208,-0.002094372350425833
2011-03-23,0.006662830077375856,0.002129724030888288,0.0017696367045774407,0.004893193372798416
2011-03-24,-0.0019107254086229968,0.0016059408848529116,-0.0029844656985724407,0.001073740289949444
2011-03-25,0.006750758006917761,0.005843973056574894,0.005021604699176224,0.0017291533077415369
2011-03-28,-0.001782926757118755,-0.0039497619631759144,-0.009828440599671508,0.008045513842552752
2011-03-29,0.003520756065572587,0.0014896169821228447,0.004334794488883206,-0.0008140384233106188
2011-03-30,0.009617049045379085,0.007169122621810148,0.010530352518006242,-0.0009133034726271569
2011-03-31,0.00871841522593635,0.010290027106588155,0.008147347044507102,0.0005710681814292476
2011-04-01,0.014950995363597841,0.018118311217506032,0.015370789008538423,-0.00041979364494058174
2011-04-04,0.003959995509488756,0.004204228327616479,0.007471876899464719,-0.0035118813899759635
2011-04-05,0.0017699820165887174,0.006175026670584423,0.005831106703230104,-0.004061124686641387
2011-04-06,-0.004575625841838254,-0.009748836880940392,-0.012708938520197373,0.008133312678359119
2011-04-07,0.0006689352851225673,0.0027822430060338707,0.002631367085331404,-0.001962431800208837
2011-04-08,-0.0036168598618915404,-0.007738754491080661,-0.007102428722303016,0.0034855688604114757
2011-04-11,0.0020374610310404857,0.004325022187528123,-0.003539950953262031,0.005577411984302517
2011-04-12,-0.010923870652237669,-0.011807236358898729,-0.01418037226887748,0.0032565016166398106
2011-04-13,-0.0036555774807871403,-0.0013801375016853667,-0.0012390383692948044,-0.002416539111492336
2011-04-14,-0.0033260579409790463,-0.00017913522033699396,-0.0008818166267619475,-0.0024442413142170987
2011-04-15,-0.002844732770690678,0.005152356385730711,0.0026895083093383333,-0.005534241080029012
2011-04-18,-0.011304256062039789,-0.006957181473091519,-0.008545325966451979,-0.00275893009558781
2011-04-19,0.00933040521370961,0.007897029286741944,0.010633202679270815,-0.0013027974655612038
2011-04-20,0.011807474797936653,0.012832052875434789,0.006983527662565476,0.004823947135371176
2011-04-25,0.005042487627826033,-0.002261959731600179,-0.0001277008907930239,0.0051701885186190575
2011-04-26,0.0022763621706660456,0.0034172714024979754,0.0009258789727014502,0.0013504831979645954
2011-04-27,-0.007762332707936274,-0.01211334451392022,-0.011555814436149845,0.0037934817282135706
2011-04-28,-0.008379203403198329,-0.009336657895938846,-0.005782477435754596,-0.002596725967443733
2011-04-29,0.0063810530266079375,0.0037577251719033535,0.007203893116990218,-0.0008228400903822807
2011-05-02,-0.003664714648137172,-0.0027233450252544633,-0.008890178846812957,0.005225464198675785
2011-05-03,-0.018985566684031726,-0.009010547870004267,-0.016206693809652666,-0.0027788728743790604
2011-05-04,-0.007345637812525233,-0.0061441730607489494,-0.010447113938036162,0.0031014761255109286
2011-05-05,-0.002350472918617341,0.0018070084519419402,4.675418900101924e-05,-0.0023972271076183604
2011-05-06,0.024950687032565796,0.02510802563201798,0.019160378777384704,0.0057903082551810925
2011-05-09,-0.00016323282146876237,0.0045874037273426075,0.0011967518736361673,-0.0013599846951049296
2011-05-10,0.0024636614563991106,0.0048814350228434744,-0.00032256608066056583,0.0027862275370596763
2011-05-11,-0.005343787754535517,-0.00780661240939446,-0.014599992350348456,0.009256204595812938
2011-05-12,0.004099762169198061,0.008243470445493215,0.008032857092072285,-0.003933094922874224
2011-05-13,-0.010849901383116723,-0.0060406914752654025,-0.008530965009646294,-0.002318936373470429
