ano,empresa,ticker,total_volume_negociado,flag_trading_days,menor_data,pat_liq,market_cap
2017,RUMO,RUMO3,11372633.493,1.0,1.0,5902406.0,6561177.9002
2017,SAUD,SAUD3,4040483.956,1.0,1.0,635578.0,7034146.4505
2017,SEER,SEER3,1293042.4419999998,1.0,1.0,903858.0,1556701.7277
2017,SLCE,SLCE3,1125879.5270000002,1.0,1.0,2334742.0,1436914.2252
2017,SMLS,SMLS3,7540701.431,1.0,1.0,467112.0,5914108.9332
2017,SMTO,SMTO3,3712764.2060000002,1.0,1.0,2802798.0,6009489.3862
2017,SULA,SULA11,3450636.2479999997,1.0,1.0,4716166.0,5236011.3594
2017,SUZB,SUZB5,17359582.626,1.0,1.0,10964376.0,12351943.34
2017,TAEE,TAEE11,5940317.879000001,1.0,1.0,4293745.0,6614380.8
2017,TCSA,TCSA3,517435.066,1.0,1.0,1582658.0,414665.0
2017,TIMS,TIMS3,5573062.785,1.0,1.0,16774491.0,16554418.282
2017,TOTS,TOTS3,4637682.134,1.0,1.0,1232393.0,4987027.8341
2017,TUPY,TUPY3,1389637.941,1.0,1.0,2271575.0,1701300.4
2017,UGPA,UGPA3,22925603.619000003,1.0,1.0,8378653.0,38632195.651
2017,USIM,USIM5,18317617.98,1.0,1.0,13117292.0,3586363.3461
2017,VALE,VALE5,101509480.936,1.0,1.0,126373131.0,77469991.97
2017,VIVT,VIVT4,22111227.545,1.0,1.0,68319766.0,70772541.2
2017,VLID,VLID3,3330547.0579999997,1.0,1.0,952237.0,1778700.0
2017,VVAR,VVAR11,2227189.095,1.0,1.0,4216000.0,3366818.2
2017,WEGE,WEGE3,8365986.834,1.0,1.0,5696472.0,22165767.765
2017,WIZC,WIZC3,878526.245,1.0,1.0,119211.0,2078791.0
2017,YDUQ,YDUQ3,8884554.351,1.0,1.0,2676208.0,5218252.8
2018,AALR,AALR3,1159972.754,1.0,1.0,1218344.0,2070042.3501
2018,ABEV,ABEV3,60870985.043,1.0,1.0,47769219.0,287598392.56
2018,AESB,AESB3,4541800.264,1.0,1.0,1628360.0,5327443.0
2018,ALPA,ALPA4,2544579.431,1.0,1.0,2158429.0,6249410.65
2018,ALSC,ALSC3,2279301.6769999997,1.0,1.0,2421504.0,3044413.0835
2018,ALUP,ALUP11,3089973.536,1.0,1.0,3835614.0,5432067.9495
2018,AMAR,AMAR3,1008621.4340000001,1.0,1.0,1006702.0,1046961.18
2018,AMER,AMER3,6124379.896,1.0,1.0,4012953.0,5293823.6286
2018,ANIM,ANIM3,868178.3300000001,1.0,1.0,696282.0,1306674.8932
2018,AXIA,AXIA3,10861322.423,1.0,1.0,45963922.0,17891424.602
2018,AZUL,AZUL54,3256061.805,1.0,4.0,2288174.0,7737501.6632
2018,AZZA,AZZA3,3309887.071,1.0,1.0,678652.0,2936245.86
2018,B3SA,B3SA3,49599115.779,1.0,1.0,24166582.0,40266175.753
2018,BBSE,BBSE3,26802122.946,1.0,1.0,8682860.0,57202489.295
